x_RepliconName	RepliconAccession	Start	Stop	Strand	GeneID	sce_ORFid	Locus	LocusTag	ProteinProduct	Length	ProteinName	oldGeneId	replacingGeneIds	replacingSceORFs
1	AP012213.1	435153	435989	-	-		-	KLMA_10207	BAO37829.1	278	uncharacterized membrane protein YOL073C			
1	AP012213.1	436268	437965	+	-	YGR077C	PEX8	KLMA_10208	BAO37830.1	565	peroxisomal biogenesis factor 8			
1	AP012213.1	438029	439807	-	-	YLR276C	DBP9	KLMA_10209	BAO37831.1	592	ATP-dependent RNA helicase DBP9			
1	AP012213.1	440330	442633	-	-	YLR277C	YSH1	KLMA_10210	BAO37832.1	767	endoribonuclease YSH1			
1	AP012213.1	443273	446968	-	-		-	KLMA_10211	BAO37833.1	1231	GAL4			
1	AP012213.1	447545	447952	-	-		-	KLMA_10212	BAO37834.1	135	uncharacterized peptide chain release factor-like protein YLR281C			
1	AP012213.1	448346	449182	+	-		-	KLMA_10213	BAO37835.1	278	DUF1640			
1	AP012213.1	449189	450031	-	-	YLR284C	ECI1	KLMA_10214	BAO37836.1	280	3,2-trans-enoyl-CoA isomerase			
1	AP012213.1	450571	451383	+	-	YLR285W	NNT1	KLMA_10215	BAO37837.1	270	putative nicotinamide N-methyltransferase			
1	AP012213.1	451779	453449	-	-	YLR286C	CTS1	KLMA_10216	BAO37838.1	556	endochitinase	gi_574140043_dbj_BAO37838.1_	CTS1_KLMA_10216	YLR286C
1	AP012213.1	454826	457015	+	-	YOR181W	LAS17	KLMA_10217	BAO37839.1	729	proline-rich protein LAS17			
1	AP012213.1	457126	458181	-	-		-	KLMA_10218	BAO37840.1	351	uncharacterized protein YLR287C			
1	AP012213.1	459961	461139	+	-	YOR184W	SER1	KLMA_10220	BAO37842.1	392	phosphoserine aminotransferase	gi_574140047_dbj_BAO37842.1_	SER1_KLMA_10220	YOR184W
1	AP012213.1	461148	462350	-	-	YLR288C	MEC3	KLMA_10221	BAO37843.1	400	DNA damage checkpoint control protein MEC3			
1	AP012213.1	462851	464479	+	-	YLR289W	GUF1	KLMA_10222	BAO37844.1	542	GTP-binding protein GUF1	gi_574140049_dbj_BAO37844.1_	GUF1_KLMA_10222	YLR289W
1	AP012213.1	464736	465413	+	-	YCR020C	PET18	KLMA_10223	BAO37845.1	225	protein PET18			
1	AP012213.1	465967	467037	-	-	YLR291C	GCD7	KLMA_10224	BAO37846.1	356	translation initiation factor eIF-2B subunit beta			
1	AP012213.1	468044	468688	-	-	YLR293C	GSP1	KLMA_10225	BAO37847.1	214	GTP-binding nuclear protein GSP1/Ran			
1	AP012213.1	469127	469927	-	-		-	KLMA_10226	BAO37848.1	266	hypothetical protein KLMA_10226			
1	AP012213.1	470252	470584	-	-		-	KLMA_10227	BAO37849.1	110	ATP synthase subunit H			
1	AP012213.1	470800	471399	-	-	YLR298C	YHC1	KLMA_10228	BAO37850.1	199	U1 small nuclear ribonucleoprotein C homolog			
1	AP012213.1	471958	473250	+	-	YOR187W	TUF1	KLMA_10229	BAO37851.1	430	elongation factor Tu			
1	AP012213.1	473706	475520	+	-	YLR299W	ECM38	KLMA_10231	BAO37853.1	604	gamma-glutamyltransferase	gi_574140058_dbj_BAO37853.1_	ECM38_KLMA_10231	YLR299W
1	AP012213.1	475918	479769	+	-	YOR188W	MSB1	KLMA_10232	BAO37854.1	1283	rhoGAP_fMSB1			
1	AP012213.1	480769	481272	+	-		-	KLMA_10233	BAO37855.1	167	hypothetical protein KLMA_10233			
1	AP012213.1	483319	484614	+	-		-	KLMA_10234	BAO37856.1	431	glucan 1,3-beta-glucosidase	gi_574140061_dbj_BAO37856.1_	KLMA_10234	KLMA_10234
1	AP012213.1	485779	486390	+	-		-	KLMA_10235	BAO37857.1	203	WW domain-containing protein YFL010C			
1	AP012213.1	486853	491745	+	-	YOR191W	ULS1	KLMA_10236	BAO37858.1	1630	SNF2_N			
1	AP012213.1	492217	492942	+	-	YLR301W	HRI1	KLMA_10237	BAO37859.1	241	uncharacterized protein YLR301W			
1	AP012213.1	493414	494091	+	-		-	KLMA_10238	BAO37860.1	225	hypothetical protein KLMA_10238			
1	AP012213.1	494720	495397	-	-		-	KLMA_10239	BAO37861.1	225	hypothetical protein KLMA_10239			
1	AP012213.1	496084	496491	+	-	YGL054C	ERV14	KLMA_10240	BAO37862.1	135	ER-derived vesicles protein ERV14			
1	AP012213.1	496910	497773	-	-		-	KLMA_10241	BAO37863.1	287	hypothetical protein KLMA_10241			
1	AP012213.1	500357	502258	+	-	YBR212W	NGR1	KLMA_10242	BAO37864.1	633	RRM			
1	AP012213.1	502771	503601	+	-	YBR213W	MET8	KLMA_10243	BAO37865.1	276	siroheme biosynthesis protein MET8	gi_574140070_dbj_BAO37865.1_	MET8_KLMA_10243	YBR213W
1	AP012213.1	504155	505588	-	-	YGL055W	OLE1	KLMA_10244	BAO37866.1	477	acyl-CoA desaturase 1	gi_574140071_dbj_BAO37866.1_	OLE1_KLMA_10244	YGL055W
1	AP012213.1	507498	509033	+	-	YGL056C	SDS23	KLMA_10245	BAO37867.1	511	protein SDS23			
1	AP012213.1	509500	510054	+	-		-	KLMA_10246	BAO37868.1	184	hypothetical protein KLMA_10246			
1	AP012213.1	510316	510813	-	-	YGL058W	UBC2	KLMA_10247	BAO37869.1	165	ubiquitin-conjugating enzyme E2 2			
1	AP012213.1	511466	512875	-	-	YGL059W	PKP2	KLMA_10248	BAO37870.1	469	probable protein kinase YGL059W			
1	AP012213.1	512959	514998	+	-	YBR215W	HPC2	KLMA_10249	BAO37871.2	535	cylicin-2			
1	AP012213.1	515100	517214	-	-	YBR216C	YBP1	KLMA_10250	BAO37872.1	704	YAP1-binding protein 1			
1	AP012213.1	517486	518073	+	-	YBR217W	ATG12	KLMA_10251	BAO37873.1	195	autophagy-related protein 12			
1	AP012213.1	518329	518940	+	-	YGL061C	DUO1	KLMA_10252	BAO37874.1	203	DASH complex subunit DUO1			
1	AP012213.1	519130	522657	-	-	YBR218C	PYC2	KLMA_10253	BAO37875.1	1175	pyruvate carboxylase 2	gi_574140080_dbj_BAO37875.1_	PYC2_KLMA_10253	YBR218C
1	AP012213.1	524186	524566	-	-	YGL127C	SOH1	KLMA_10255	BAO37877.1	126	mediator of RNA polymerase II transcription subunit 31			
1	AP012213.1	525417	526862	+	-	YML043C	RRN11	KLMA_10256	BAO37878.1	481	RNA polymerase I-specific transcription initiation factor RRN11			
1	AP012213.1	526992	528572	-	-	YOL013C	HRD1	KLMA_10257	BAO37879.1	526	ERAD-associated E3 ubiquitin-protein ligase HRD1	gi_574140084_dbj_BAO37879.1_	HRD1_KLMA_10257	YOL013C
1	AP012213.1	529008	529499	+	-		-	KLMA_10258	BAO37880.1	163	OPA3-like protein			
1	AP012213.1	529809	530207	-	-	YOL012C	HTZ1	KLMA_10259	BAO37881.1	132	histone H2A.Z			
1	AP012213.1	531686	533644	+	-		PLB	KLMA_10260	BAO37882.1	652	lysophospholipase	gi_574140087_dbj_BAO37882.1_	PLB_KLMA_10260	PLB_KLMA_10260
1	AP012213.1	534144	535226	-	-	YMR005W	TAF4	KLMA_10261	BAO37883.1	360	transcription initiation factor TFIID subunit 4			
1	AP012213.1	535877	536974	+	-	YOL010W	RCL1	KLMA_10262	BAO37884.1	365	RNA 3\'-terminal phosphate cyclase-like protein			
1	AP012213.1	537103	538647	-	-	YMR004W	MVP1	KLMA_10263	BAO37885.1	514	sorting nexin MVP1			
1	AP012213.1	538921	539823	-	-	YOL009C	MDM12	KLMA_10265	BAO37887.1	300	mitochondrial distribution and morphology protein 12			
1	AP012213.1	540054	540641	+	-	YOL008W	COQ10	KLMA_10266	BAO37888.1	195	coenzyme Q-binding protein COQ10			
1	AP012213.1	540875	541648	-	-	YMR003W	AIM34	KLMA_10267	BAO37889.1	257	SAP super family			
1	AP012213.1	542471	542935	-	-	YMR002W	MIC17	KLMA_10268	BAO37890.1	154	mitochondrial intermembrane space cysteine motif-containing protein MIC17			
1	AP012213.1	543554	545857	-	-	YOL006C	TOP1	KLMA_10269	BAO37891.1	767	DNA topoisomerase 1			
1	AP012213.1	547509	549623	+	-	YMR001C	CDC5	KLMA_10270	BAO37892.1	704	cell cycle serine/threonine-protein kinase CDC5/MSD2			
1	AP012213.1	550414	550779	-	-	YOL005C	RPB11	KLMA_10271	BAO37893.1	121	DNA-directed RNA polymerase II subunit RPB11			
1	AP012213.1	551407	555876	+	-	YOL004W	SIN3	KLMA_10272	BAO37894.1	1489	transcriptional regulatory protein SIN3			
1	AP012213.1	555960	557087	-	-	YOL003C	PFA4	KLMA_10273	BAO37895.1	375	palmitoyltransferase PFA4			
1	AP012213.1	557595	559370	+	-	YMR284W	KU70	KLMA_10274	BAO37896.1	591	ATP-dependent DNA helicase II subunit 1			
1	AP012213.1	559399	560982	-	-	YMR285C	NGL2	KLMA_10275	BAO37897.1	527	RNA exonuclease NGL2			
1	AP012213.1	561509	561763	+	-	YMR286W	MRPL33	KLMA_10276	BAO37898.1	84	54S ribosomal protein L33			
1	AP012213.1	561930	562706	-	-		-	KLMA_10277	BAO37899.1	258	hypothetical protein KLMA_10277			
1	AP012213.1	563155	566133	-	-	YMR287C	DSS1	KLMA_10278	BAO37900.1	992	exoribonuclease II			
1	AP012213.1	567762	569318	+	-	YML120C	NDI1	KLMA_10279	BAO37901.1	518	rotenone-insensitive NADH-ubiquinone oxidoreductase	gi_574140106_dbj_BAO37901.1_	NDI1_KLMA_10279	YML120C
1	AP012213.1	569825	570661	-	-	YML121W	GTR1	KLMA_10280	BAO37902.1	278	GTP-binding protein GTR1			
1	AP012213.1	571038	571589	+	-	YHR189W	PTH1	KLMA_10281	BAO37903.1	183	peptidyl-tRNA hydrolase			
1	AP012213.1	572067	572891	-	-	YOR145C	PNO1	KLMA_10282	BAO37904.1	274	pre-rRNA-processing protein PNO1			
1	AP012213.1	573489	575243	+	-	YOR147W	MDM32	KLMA_10283	BAO37905.1	584	mitochondrial distribution and morphology protein 32			
1	AP012213.1	575372	575905	-	-	YOR148C	SPP2	KLMA_10284	BAO37906.1	177	hypothetical protein KLMA_10284			
1	AP012213.1	576096	577337	+	-	YDR393W	SHE9	KLMA_10285	BAO37907.1	413	she9_MDM33 super family			
1	AP012213.1	577732	579018	+	-	YDR394W	RPT3	KLMA_10286	BAO37908.1	428	26S protease regulatory subunit 6B homolog			
1	AP012213.1	579135	580652	-	-	YOR149C	SMP3	KLMA_10289	BAO37911.1	505	GPI mannosyltransferase 4	gi_574140116_dbj_BAO37911.1_	SMP3_KLMA_10289	YOR149C
1	AP012213.1	581115	583973	+	-	YDR395W	SXM1	KLMA_10290	BAO37912.1	952	IBN_N super family			
1	AP012213.1	584289	584753	-	-	YDR397C	NCB2	KLMA_10292	BAO37914.1	154	negative cofactor 2 complex subunit beta			
1	AP012213.1	585771	587651	+	-	YDR398W	UTP5	KLMA_10293	BAO37915.1	626	U3 small nucleolar RNA-associated protein 5			
1	AP012213.1	588583	589230	+	-	YDR399W	HPT1	KLMA_10294	BAO37916.1	215	hypoxanthine-guanine phosphoribosyltransferase	gi_574140121_dbj_BAO37916.1_	HPT1_KLMA_10294	YDR399W
1	AP012213.1	589358	590782	-	-	YKL221W	MCH2	KLMA_10295	BAO37917.1	474	probable transporter MCH2	gi_574140122_dbj_BAO37917.1_	MCH2_KLMA_10295	YKL221W
1	AP012213.1	592191	593219	-	-		-	KLMA_10296	BAO37918.1	342	UPF0676 protein C1494.01			
1	AP012213.1	595326	596342	+	-	YDR400W	URH1	KLMA_10297	BAO37919.1	338	uridine nucleosidase	gi_574140124_dbj_BAO37919.1_	URH1_KLMA_10297	YDR400W
1	AP012213.1	596508	598052	-	-	YDR402C	DIT2	KLMA_10298	BAO37920.1	514	cytochrome P450-DIT2	gi_574140125_dbj_BAO37920.1_	DIT2_KLMA_10298	YDR402C
1	AP012213.1	598843	600432	+	-	YDR403W	DIT1	KLMA_10299	BAO37921.1	529	spore wall maturation protein DIT1			
1	AP012213.1	601061	601513	-	-	YDR404C	RPB7	KLMA_10300	BAO37922.1	150	DNA-directed RNA polymerase II subunit RPB7			
1	AP012213.1	602079	602456	+	-	YMR225C	MRPL44	KLMA_10301	BAO37923.1	98	hypothetical protein KLMA_10301			
1	AP012213.1	602847	603884	+	-	YOR287C	RRP36	KLMA_10302	BAO37924.1	345	UPF0399 protein YOR287C			
1	AP012213.1	604001	604372	-	-	YOR286W	RDL2	KLMA_10303	BAO37925.1	123	putative thiosulfate sulfurtransferase FMP31			
1	AP012213.1	604846	605283	-	-	YOR285W	RDL1	KLMA_10304	BAO37926.1	145	putative thiosulfate sulfurtransferase YOR285W			
1	AP012213.1	605529	606221	-	-		-	KLMA_10305	BAO37927.1	230	probable phosphoglycerate mutase YOR283W	gi_574140132_dbj_BAO37927.1_	KLMA_10305	KLMA_10305
1	AP012213.1	606437	608497	+	-	YMR224C	MRE11	KLMA_10306	BAO37928.1	686	double-strand break repair protein MRE11			
1	AP012213.1	608871	609713	+	-	YOR281C	PLP2	KLMA_10307	BAO37929.1	280	phosducin-like protein 2			
1	AP012213.1	609780	611123	-	-	YMR223W	UBP8	KLMA_10308	BAO37930.1	447	ubiquitin carboxyl-terminal hydrolase 8			
1	AP012213.1	611794	612453	+	-	YMR222C	FSH2	KLMA_10309	BAO37931.1	219	family of serine hydrolases 2			
1	AP012213.1	612718	613497	+	-	YOR280C	FSH3	KLMA_10310	BAO37932.1	259	family of serine hydrolases 3			
1	AP012213.1	614028	615566	+	-		FMP42	KLMA_10311	BAO37933.1	512	protein FMP42	gi_574140138_dbj_BAO37933.1_	FMP42_KLMA_10311	FMP42_KLMA_10311
1	AP012213.1	615971	616918	+	-		-	KLMA_10312	BAO37934.1	315	transcriptional repressor Rfm1			
1	AP012213.1	617047	618396	-	-	YMR220W	ERG8	KLMA_10313	BAO37935.1	449	phosphomevalonate kinase	gi_574140140_dbj_BAO37935.1_	ERG8_KLMA_10313	YMR220W
1	AP012213.1	618675	623159	-	-		-	KLMA_10314	BAO37936.1	1494	silent chromatin protein ESC1			
1	AP012213.1	623373	626576	+	-	YMR218C	TRS130	KLMA_10315	BAO37937.1	1067	transport protein particle 130 kDa subunit			
1	AP012213.1	626605	627390	-	-	YOR278W	HEM4	KLMA_10316	BAO37938.1	261	uroporphyrinogen-III synthase	gi_574140143_dbj_BAO37938.1_	HEM4_KLMA_10316	YOR278W
1	AP012213.1	627844	629418	-	-	YMR217W	GUA1	KLMA_10317	BAO37939.1	524	GMP synthase	gi_574140144_dbj_BAO37939.1_	GUA1_KLMA_10317	YMR217W
1	AP012213.1	630562	631695	+	-		-	KLMA_10318	BAO37940.1	377	RRM			
1	AP012213.1	632393	634537	+	-	YMR216C	SKY1	KLMA_10319	BAO37941.1	714	serine/threonine-protein kinase SKY1			
1	AP012213.1	636337	637848	-	-	YMR215W	GAS3	KLMA_10320	BAO37942.1	503	probable 1,3-beta-glucanosyltransferase GAS3			
1	AP012213.1	638866	639975	-	-		DNAJA1	KLMA_10321	BAO37943.1	369	dnaJ-related protein SCJ1			
1	AP012213.1	640434	640979	-	-	YOR276W	CAF20	KLMA_10322	BAO37944.1	181	hypothetical protein KLMA_10322			
1	AP012213.1	641136	642782	-	-	YHR168W	MTG2	KLMA_10323	BAO37945.1	548	GTPase MTG2			
1	AP012213.1	643009	643800	-	-		-	KLMA_10324	BAO37946.1	263	THO complex subunit THP2			
1	AP012213.1	644094	645992	+	-	YHR166C	CDC23	KLMA_10325	BAO37947.1	632	anaphase-promoting complex subunit CDC23			
1	AP012213.1	646474	653724	+	-	YHR165C	PRP8	KLMA_10326	BAO37948.1	2416	pre-mRNA-splicing factor 8			
1	AP012213.1	654069	655172	+	-		-	KLMA_10327	BAO37949.1	367	hypothetical protein KLMA_10327			
1	AP012213.1	655580	660016	+	-	YHR164C	DNA2	KLMA_10328	BAO37950.1	1478	DNA replication ATP-dependent helicase DNA2			
1	AP012213.1	664230	666821	+	-		-	KLMA_10329	BAO37951.1	863	RRM			
1	AP012213.1	668435	669892	-	-	YGR249W	MGA1	KLMA_10330	BAO37952.1	485	HSF_DNA-bind super family			
1	AP012213.1	673321	674220	-	-	YHR163W	SOL3	KLMA_10331	BAO37953.1	299	6-phosphogluconolactonase 3	gi_574140158_dbj_BAO37953.1_	SOL3_KLMA_10331	YHR163W
1	AP012213.1	674509	675153	-	-	YGR247W	CPD1	KLMA_10332	BAO37954.1	214	2\',3\'-cyclic-nucleotide 3\'-phosphodiesterase			
1	AP012213.1	675569	677248	+	-	YGR246C	TDS4	KLMA_10333	BAO37955.1	559	transcription factor IIIB 70 kDa subunit			
1	AP012213.1	677876	680191	+	-	YGR245C	SDA1	KLMA_10334	BAO37956.1	771	protein SDA1			
1	AP012213.1	681588	682862	+	-	YGR244C	LSC2	KLMA_10336	BAO37958.1	424	succinyl-CoA ligase	gi_574140163_dbj_BAO37958.1_	LSC2_KLMA_10336	YGR244C
1	AP012213.1	683266	683682	-	-	YGR243W	FMP43	KLMA_10338	BAO37960.1	138	UPF0041 protein FMP43			
1	AP012213.1	685326	687059	+	-	YHR161C	YAP1801	KLMA_10339	BAO37961.1	577	clathrin coat assembly protein AP180A			
1	AP012213.1	688044	690980	+	-	YGR240C	PFK1	KLMA_10341	BAO37963.1	978	6-phosphofructokinase subunit alpha	gi_574140168_dbj_BAO37963.1_	PFK1_KLMA_10341	YGR240C
1	AP012213.1	692501	693721	-	-	YJL134W	LCB3	KLMA_10342	BAO37964.1	406	dihydrosphingosine 1-phosphate phosphatase LCB3	gi_574140169_dbj_BAO37964.1_	LCB3_KLMA_10342	YJL134W
1	AP012213.1	694149	706325	-	-	YKR054C	DYN1	KLMA_10343	BAO37965.1	4058	dynein heavy chain			
1	AP012213.1	706557	707213	+	-	YKR055W	RHO4	KLMA_10344	BAO37966.1	218	GTP-binding protein RHO4			
1	AP012213.1	707535	709271	+	-	YKR056W	TRM2	KLMA_10345	BAO37967.1	578	tRNA (uracil-5-)-methyltransferase			
1	AP012213.1	709414	709920	-	-		-	KLMA_10346	BAO37968.1	168	hypothetical protein KLMA_10346			
1	AP012213.1	712455	713816	+	-	YKR058W	GLG1	KLMA_10347	BAO37969.1	453	GT8_Glycogenin			
1	AP012213.1	714671	715861	+	-	YKR059W	TIF1	KLMA_10348	BAO37970.1	396	ATP-dependent RNA helicase eIF4A			
1	AP012213.1	716215	717027	+	-	YKR060W	UTP30	KLMA_10349	BAO37971.1	270	ribosome biogenesis protein UTP30			
1	AP012213.1	717306	718574	+	-	YJL139C	YUR1	KLMA_10350	BAO37972.1	422	probable mannosyltransferase YUR1	gi_574140177_dbj_BAO37972.1_	YUR1_KLMA_10350	YJL139C
1	AP012213.1	718673	719275	-	-	YJL140W	RPB4	KLMA_10351	BAO37973.1	200	DNA-directed RNA polymerase II subunit RPB4			
1	AP012213.1	719729	721894	+	-	YJL141C	YAK1	KLMA_10352	BAO37974.1	721	dual specificity protein kinase YAK1			
1	AP012213.1	722226	722690	-	-	YJL143W	TIM17	KLMA_10353	BAO37975.1	154	mitochondrial import inner membrane translocase subunit TIM17	gi_574140180_dbj_BAO37975.1_	TIM17_KLMA_10353	YJL143W
1	AP012213.1	723220	723594	-	-		-	KLMA_10355	BAO37977.1	124	hypothetical protein KLMA_10355			
1	AP012213.1	724470	725624	+	-	YGR286C	BIO2	KLMA_10356	BAO37978.1	384	biotin synthase	gi_574140183_dbj_BAO37978.1_	BIO2_KLMA_10356	YGR286C
1	AP012213.1	725770	726612	-	-	YJL145W	SFH5	KLMA_10357	BAO37979.1	280	phosphatidylinositol transfer protein SFH5			
1	AP012213.1	727067	728173	-	-		-	KLMA_10358	BAO37980.1	368	hypothetical protein KLMA_10358			
1	AP012213.1	728812	729924	+	-		-	KLMA_10359	BAO37981.1	370	uncharacterized protein YJL147C			
1	AP012213.1	730061	731470	+	-	YKR062W	TFA2	KLMA_10360	BAO37982.2	344	transcription initiation factor IIE subunit beta			
1	AP012213.1	731572	732147	-	-	YJL148W	RPA34	KLMA_10361	BAO37983.1	191	DNA-directed RNA polymerase I subunit RPA34			
1	AP012213.1	733388	734755	-	-	YKR063C	LAS1	KLMA_10362	BAO37984.1	455	protein LAS1			
1	AP012213.1	735212	737176	+	-	YKR064W	OAF3	KLMA_10363	BAO37985.1	654	uncharacterized transcriptional regulatory protein YKR064W			
1	AP012213.1	737407	739005	-	-	YJL149W	DAS1	KLMA_10364	BAO37986.1	532	F-box protein YJL149W			
1	AP012213.1	740278	740838	-	-	YKR065C	PAM17	KLMA_10365	BAO37987.1	186	presequence translocated-associated motor subunit PAM17			
1	AP012213.1	741376	742299	+	-		-	KLMA_10366	BAO37988.1	307	hypothetical protein KLMA_10366			
1	AP012213.1	742326	742883	-	-		-	KLMA_10367	BAO37989.1	185	hypothetical protein KLMA_10367			
1	AP012213.1	743937	744335	+	-	YCR028C-A	RIM1	KLMA_10368	BAO37990.1	132	single-stranded DNA-binding protein RIM1			
1	AP012213.1	744749	745102	+	-	YJL184W	GON7	KLMA_10369	BAO37991.1	117	protein GON7			
1	AP012213.1	745331	746647	+	-	YCR028C	FEN2	KLMA_10370	BAO37992.1	438	pantothenate transporter FEN2	gi_574140197_dbj_BAO37992.1_	FEN2_KLMA_10370	YCR028C
1	AP012213.1	747278	748507	+	-	YJL183W	MNN11	KLMA_10371	BAO37993.1	409	probable alpha-1,6-mannosyltransferase MNN11			
1	AP012213.1	749207	751660	+	-		-	KLMA_10372	BAO37994.1	817	UPF0508 protein KLLA0A06237g			
1	AP012213.1	751754	752743	-	-	YJL180C	ATP12	KLMA_10373	BAO37995.1	329	protein ATP12			
1	AP012213.1	753025	753366	+	-	YJL179W	PFD1	KLMA_10374	BAO37996.1	113	prefoldin subunit 1			
1	AP012213.1	753531	754370	-	-	YJL178C	ATG27	KLMA_10375	BAO37997.1	279	autophagy-related protein 27			
1	AP012213.1	755290	756225	+	-	YJL177W	RPL17B	KLMA_10376	BAO37998.2	184	ribosomal_L22			
1	AP012213.1	756363	758393	-	-	YKL179C	COY1	KLMA_10378	BAO38000.1	676	protein CASP			
1	AP012213.1	758749	761697	-	-	YJL176C	SWI3	KLMA_10379	BAO38001.1	982	RSC chromatin remodeling complex subunit RSC8			
1	AP012213.1	763919	764743	+	-	YJL174W	KRE9	KLMA_10380	BAO38002.1	274	cell wall synthesis protein KRE9			
1	AP012213.1	764916	765266	-	-	YJL173C	RFA3	KLMA_10381	BAO38003.1	116	replication factor A protein 3			
1	AP012213.1	767949	769268	-	-	YKL178C	STE3	KLMA_10382	BAO38004.1	439	pheromone a factor receptor			
1	AP012213.1	771341	773479	-	-	YJL168C	SET2	KLMA_10383	BAO38005.1	712	histone-lysine N-methyltransferase	gi_574140210_dbj_BAO38005.1_	SET2_KLMA_10383	YJL168C
1	AP012213.1	773862	776048	-	-	YKL176C	LST4	KLMA_10384	BAO38006.1	728	protein LST4			
1	AP012213.1	776736	778316	+	-	YKL175W	ZRT3	KLMA_10385	BAO38007.1	526	zinc-regulated transporter 3			
1	AP012213.1	778494	780155	-	-	YKL174C	TPO5	KLMA_10386	BAO38008.1	553	polyamine transporter TPO5	gi_574140213_dbj_BAO38008.1_	TPO5_KLMA_10386	YKL174C
1	AP012213.1	780307	783132	+	-	YKL173W	SNU114	KLMA_10387	BAO38009.1	941	U5 small nuclear ribonucleoprotein component			
1	AP012213.1	783417	784664	+	-	YKL172W	EBP2	KLMA_10388	BAO38010.1	415	rRNA-processing protein EBP2			
1	AP012213.1	785086	786135	+	-	YLL043W	FPS1	KLMA_10389	BAO38011.1	349	farnesyl pyrophosphate synthetase	gi_574140216_dbj_BAO38011.1_	FPS1_KLMA_10389	YLL043W
1	AP012213.1	786629	786913	+	-	YJL166W	QCR8	KLMA_10390	BAO38012.1	94	cytochrome b-c1 complex subunit 8			
1	AP012213.1	787741	790161	+	-	YKL171W	NNK1	KLMA_10391	BAO38013.1	806	protein Kinases			
1	AP012213.1	790596	791012	+	-		rplN	KLMA_10392	BAO38014.1	138	54S ribosomal protein L38			
1	AP012213.1	794536	796509	-	-		-	KLMA_10393	BAO38015.1	657	lrgB super family			
1	AP012213.1	797588	799360	-	-	YKR039W	GAP1	KLMA_10394	BAO38016.1	590	general amino-acid permease GAP1	gi_574140221_dbj_BAO38016.1_	GAP1_KLMA_10394	YKR039W
1	AP012213.1	800772	802886	-	-		-	KLMA_10395	BAO38017.1	704	matE super family	gi_574140222_dbj_BAO38017.1_	KLMA_10395	KLMA_10395
1	AP012213.1	803037	804098	-	-	YHR090C	YNG2	KLMA_10396	BAO38018.1	353	chromatin modification-related protein YNG2			
1	AP012213.1	842041	843528	+	-		-	KLMA_10397	BAO38019.1	495	uncharacterized protein YNL295W			
1	AP012213.1	843674	845479	-	-	YNL294C	RIM21	KLMA_10398	BAO38020.1	601	pH-response regulator protein palH/RIM21			
1	AP012213.1	846109	847938	+	-	YNL293W	MSB3	KLMA_10399	BAO38021.1	609	GTPase-activating protein GYP3			
1	AP012213.1	847998	848645	-	-	YOL111C	MDY2	KLMA_10400	BAO38022.1	215	ubiquitin-like protein MDY2			
1	AP012213.1	848815	849609	+	-	YOL110W	ERF4	KLMA_10401	BAO38023.1	264	ras modification protein ERF4			
1	AP012213.1	849864	852185	+	-	YKR089C	TGL4	KLMA_10402	BAO38024.1	773	lipase 5	gi_574140229_dbj_BAO38024.1_	TGL4_KLMA_10402	YKR089C
1	AP012213.1	852304	854412	-	-	YOR080W	DIA2	KLMA_10403	BAO38025.1	702	protein DIA2			
1	AP012213.1	854732	855634	+	-	YOR079C	ATX2	KLMA_10404	BAO38026.1	300	zinc/iron permease			
1	AP012213.1	855706	856479	-	-		-	KLMA_10405	BAO38027.1	257	bud site selection protein 21			
1	AP012213.1	858358	859275	+	-	YKR088C	TVP38	KLMA_10406	BAO38028.1	305	Golgi apparatus membrane protein TVP38			
1	AP012213.1	859419	860138	-	-	YOR077W	RTS2	KLMA_10407	BAO38029.1	239	zinc finger protein RTS2			
1	AP012213.1	860393	861433	+	-	YKR087C	OMA1	KLMA_10408	BAO38030.1	346	mitochondrial metalloendopeptidase OMA1			
1	AP012213.1	861474	864707	-	-	YKR086W	PRP16	KLMA_10409	BAO38031.1	1077	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16			
1	AP012213.1	865165	865758	+	-	YKR085C	MRPL20	KLMA_10410	BAO38032.1	197	54S ribosomal protein L20			
1	AP012213.1	865951	866433	-	-		-	KLMA_10411	BAO38033.1	160	hypothetical protein KLMA_10411			
1	AP012213.1	866834	869717	+	-	YKR084C	HBS1	KLMA_10412	BAO38034.1	839	eukaryotic peptide chain release factor GTP-binding subunit			
1	AP012213.1	869758	870552	-	-	YOR075W	UFE1	KLMA_10413	BAO38035.1	264	syntaxin UFE1			
1	AP012213.1	871212	872120	+	-	YOR074C	CDC21	KLMA_10414	BAO38036.1	302	thymidylate synthase	gi_574140241_dbj_BAO38036.1_	CDC21_KLMA_10414	YOR074C
1	AP012213.1	872227	874152	-	-	YOR073W	SGO1	KLMA_10415	BAO38037.1	641	shugoshin			
1	AP012213.1	874675	875043	+	-	YKR083C	DAD2	KLMA_10416	BAO38038.1	122	DASH complex subunit DAD2			
1	AP012213.1	875099	878452	-	-	YKR082W	NUP133	KLMA_10417	BAO38039.1	1117	nucleoporin NUP133			
1	AP012213.1	879086	879994	+	-	YKR081C	RPF2	KLMA_10418	BAO38040.1	302	ribosome biogenesis protein RPF2			
1	AP012213.1	880210	881187	-	-		folD	KLMA_10419	BAO38041.1	325	methylenetetrahydrofolate dehydrogenase	gi_574140246_dbj_BAO38041.1_	folD_KLMA_10419	folD_KLMA_10419
1	AP012213.1	883964	885664	+	-	YJR052W	RAD7	KLMA_10420	BAO38042.1	566	DNA repair protein RAD7			
